id_unique;objet;categorie
GNTRM30W0P;inventaire faunistique et floristique   volet naturel de l'etude d'impact de la zac pierre paul riquet   evaluation appropriee des incidences;environnement
XWA894XIXT;evaluation a mi parcours du programme local de l'habitat;logement
VJX1XD0FXD;evaluation apres 2 ans du projet sankore pour l'acces universel a la connaissance par le developpement de politiques solidaires et de contribuer a l'egalite des chances pour tous e en afrique gipena;social
HCHCL8X9EL;selectionner ou creer les indicateurs composites les plus appropries pour evaluer l'esprit d'entreprise au niveau regional dans les 27 etats membres et en croatie  au niveau nuts 2 ;environnement
NTUNOZ900D;etude d'evaluation environnementale du sage schema d'amenagement et de gestion des eaux de la nappe astienne;environnement
7IK37Z1AW4;prestation pour l'evaluation intermediaire du plan de deplacement urbains 2010 2020 de lille metropole a lille;urbanité-transports
GUNBYZA6Y9;evaluation groupee des fsp 2007 15 et 2007 47 d'appui a l'enseignement du francais en tanzanie et au kenya ;éducation-recherche
AJ9WD2QE9O;evaluation du scot de la metropole nantes st nazaire et du schema de secteur de la communaute d'agglomeration;social
WMBYR40QR5;evaluation de l'efficacite  de l'efficience et de la pertinence des  mesures relatives au programme <<lait aux ecoles>>   le marche sera attribue sur la base du meilleur rapport qualite prix ;éducation-recherche
J2Q5VICV12;evaluation de la politique culturelle de la ccpv et presentation d'elements permettant l'evolution de cette politique dans les dix annees a venir;culture
WRKIEZLOF3;etude d 'evaluation des actions de l'ademe en faveur de la consommation durable 2007 2011;environnement
P4H2ALOGNA;evaluation des pressions et des impacts pour les masses d'eau et inventaire des emissions de polluants du bassin mayotte au titre de la dce a mamoudzou;environnement
BOSLRRD4KS;realisation de l'evaluation environnementale et production du rapport environnemental du schema regional de coherence ecologique de la region rhone alpes;environnement
J38WDJMVJI;cper midi pyrenees 2007 2013 : mission d'evaluation de la prise en compte du developpement durable;environnement
4AZ0TW3LQO;etude d'evaluation environnementale du schema d'amenagement et de gestion des eaux sage du drac et de la romanche 38;environnement
TWEWQCZURV;evaluation de la politique de l'habitat de rennes metropole ;logement
6DKQYF6207;evaluation finale du  programme d'appui a l'insertion sociale et professionnelle des jeunes ivoiriens  projet fsp 2004 40 cote d'ivoire;emploi-insertion
R02A3K6DQB;realisation de l'evaluation environnementale du schema regional de coherence ecologique srce d'aquitaine;environnement
WD1CKNIE7L;evaluation et analyse des pratiques mises en oeuvre par pole emploi en ile de france en matiere d'accompagnement et d'orientation des seniors en recherche d'emploi   ;emploi-insertion
BRS5FLSNHD;realisation de l'evaluation environnementale et production du rapport environnemental du schema regional de coherence ecologique de la region rhone alpes;environnement
GX369OA5VG;enquete et evaluation de l'impact financier pour la mise en place de la reforme tarifaire des transports regionaux au profit de la region a marseille;urbanité-transports
K6E3YKBD50;etude d'evaluation du programme d'actions agriculture et environnement 2007 2012 et du plan d'action territorial associe des bassins versants landais du sud adour 2008 2012;environnement
PDL9QSW0QD;evaluation du projet  valorisation du francais en asie du sud est fsp 2007 12 qui arrive a echeance en decembre 2012  cet exercice donnera lieu a au moins une mission de terrain laos  cambodge  centre de formation regional au vietnam  il se concentrera sur les dispositifs au laos et au cambodge  lance en 2007  le projet avait essentiellement pour but de renforcer l'enseignement du francais dans les systemes educatifs des pays concernes  en accompagnant les ministeres de l'education locaux dans la formulation puis la mise en oeuvre de leurs politiques linguistiques d'une part et en renforcant les capacites locales de formation dans le domaine de l'enseignement de la langue francaise d'autre part;éducation-recherche
ONP618LJCL;appel a projet 2012 pour l'evaluation du test de depistage de la maladie d'alzheimer;santé
1D7G00B0UE;evaluation environnementale et elaboration du dispositif du suivi et d'evaluation du schema regional de coherence ecologique en auvergne ;environnement
D1JX58Z6NW;elaboration d'une mission d'evaluation prospective relative au second plan d'urgence logement pour le pays basque 2009 2013 a;logement
WGUZRK8ZGP;evaluation ex post et strategique du portefeuille de projets finances par l'agence francaise de developpement afd dans les secteurs sante et medico social dans l'outre mer francais;santé
6LZTF09P3D;appui a l'accompagnement pour l'evaluation de l'impact de l'usage des si de productions de soins sur la performance des etablissements sanitaires a paris;santé
85M2QAUPFH;evaluation environnementale du programme d'actions national relatif a l'application de la directive nitrates;environnement
0NLDROFMA6;formation des assistants maternels et evaluation d'impact de la formation sur leur pratique professionnelle pour le compte du conseil general de la moselle a metz;emploi-insertion
8JM3VCLL4D;etudes sur l'evaluation du programme de sante des jeunes et le developpement des actions d'education a la sante en languedoc roussillon;santé
4VO4TXLUSX;evaluation de la politique publique et des actions menees dans le cadre du plan national de lutte contre les hepatites b et c pour la periode 2009 a 2012  les prestations sont reparties en 2 lots: le lot n°1 porte sur une assistance a maitrise d'ouvrage aupres du comite d'evaluation du haut conseil de sante publique codev hcsp pour l'organisations de reunions  d'auditions  de recherche et synthese bibliographique  le lot n°2 concerne une etude du deploiement et de la mise en place du plan de lutte hepatites b et c aupres des beneficiaires et acteurs de sa mise en oeuvre  dans trois regions particulierement representatives ;santé
DLQDXQY9M6;appel d'offres general pour l'evaluation de la cooperation belge en  matiere d'environnement;environnement
H3VK3X1EKR;  evaluation des logements bleus;logement
BEKLTH9GX2;evaluation de l'ensemble du dispositif d'aide a l'acquisition d'un ordinateur portable a destination des lyceens de midi pyrenees a toulouse;social
M0ELYT98VX;evaluation de l'ensemble du dispositif d'aide a l'acquisition d'un  ordinateur portable a destination des lyceens de midi pyrenees ;social
HT104F5BPF;prestation d'etude d'evaluation socio economique et environnementale de developpement du canal de bourbourg pour voies navigables de france a lille;environnement
5EUH9U3FUQ;mise a jour des donnees de suivi et evaluation de la qualite de l'eau dans les bassins versants en bretagne ;environnement
C7YNDV7YMN;etude d'evaluation des reseaux de developpement technologique rdt;environnement
FY88TMSSEU;revision et evaluation environnementale des plans departementaux de prevention et de gestion des dechets;environnement
C6YD5YODHV;evaluation de la politique de structuration du secteur de l'aide a domicile menee a l'echelle departementale;social
YMPD5GU6IH;fournitures ou servicesaccord cadre conclu dans le cadre d'un marche a procedure adaptee mapa pour des prestations se services pour des evaluations et ou expertises des politiques de jeunesse sur l'ensemble du territoire metropolitain;social
KDBP1B5ICC;evaluation de la colocation et de l'habitat regroupe a destination des personnes en situation de handicap et preconisations suite a cette evaluation;santé
2F37BEBVR4;prestation de realisation d'une mission d'evaluation du dispositif produits solidaires a saint denis;social
KBORSCPB22;evaluation intermediaire de la nouvelle organisation de l'equipe du parc naturel regional des monts d'ardeche dans le cadre de la charte 2013 2025;environnement
4O19ZZHG2Q;evaluation du reseau de sante  donc   depistage de l'obesite en nord cotentin ;santé
BJXUSP2GZF;assistance a maitrise d'ouvrage pour l'evaluation et le pilotage du programme regional  rhea  relatif a la rehabilitation energetique des logements sociaux ;logement
MEOO65CMH4;evaluation des premiers cpe en logement social;social
ZX2SVL3NHT;elaboration de l'evaluation environnementale du contrat de developpement territorial cdt du territoire de grand paris seine ouest ;environnement
IMGIPV9ZL4;mission d'accompagnement pour l'evaluation de la politique enfance jeunesse;social
UNFQNMCOO0;expertise en matiere d'evaluation a mi parcours et finale des projets et programmes de la cooperation technique belge dans le secteur de la sante ;santé
7NV138DR2L;evaluation d'appel a projets sur les conditions et modalites d'intervention de patients dans la mise en oeuvre de programmes d'education therapeutique;éducation-recherche
WQSC3YIELC;evaluation du plan departemental d'aide pour le logement des personnes defavorisees;social
Z8IPMF0Y47;evaluation des dispositifs de soutien aux entreprises  ;fiscalité-économie
FEWWWN0P44;evaluation des projets urbains integres de la region languedoc roussillon et etude prospective sur les potentiels investissements territoriaux integres iti en preparation des futurs programmes operationnels feder 2014   2020 pour la region languedoc roussillon;urbanité-transports
15OME6266M;evaluation du dispositif des reseaux mixtes technologiques rmt;environnement
07WDE3T2UR;evaluation finale du projet fsp 2006 26  ecologie et epidemiologie de la grippe aviaire et de la maladie de newcastle dans les pays du sud  gripavi;santé
KFNRSHWAI9;evaluation environnementale strategique du projet de contrat developpement territorial des boucles de la marne;environnement
GLDJ6LFTPD;mission de suivi  de bilan et d'evaluation du projet de developpement social local p d s l;social
8THA28P84D;evaluation du projet d'appui a l'enseignement medical en republique democratique populaire lao;santé
LD4Y1RZF30;le ministere des affaires etrangeres et europeennes souhaite mener l'evaluation finale du projet d'appui institutionnel aux municipalites d'une province frontaliere en republique dominicaine   ce projet fsp  d'un montant prevu initialement de 750 000 euros  d'une duree previsionnelle de trois annees s'est acheve en decembre 2010   cette evaluation  a caractere retrospectif et prospectif  doit permettre de :    verifier l'atteinte des objectifs definis et recueillir les appreciations des partenaires     dresser un bilan objectif et critique de la mise en oeuvre du projet  tant au niveau de son fonctionnement que de l'approche adoptee  des actions conduites et de l'articulation entre les differents partenaires     alimenter les reflexions sur la poursuite de l'appui par la cooperation francaise aux processus de decentralisation et de deconcentration     indiquer dans quelle mesure la conception et les modes de mise en oeuvre de ce type de projet pourraient servir d'exemple ou de reference;environnement
WDDQ4D1RZE;evaluation de l'effet des actions d'integration bancaire et financiere developpees par la mission conseil en finances personnelles de la ville de nantes;fiscalité-économie
HWAYCH2NAM;evaluation du plan departemental d'action pour le logement des personnes defavorisees;logement
H27YGSKJPF;accord cadremapa pour desprestations se services pour des evaluations et ou expertises des politiques de jeunesse sur l'ensemble du territoire metropolitain  rectificatif;social
4W4N2QAF6C;evaluations de niveau de connaissances generales encg 2012 2015  ;environnement
JM9QQEQHBS;evaluation de la politique d'enseignement artistique ;éducation-recherche
EYY6XMSLNC;prestations de consultants concernant l evaluation des secteurs d hebergement du ch de corbie ehpad et usld;santé
SIZ1I9L753;accord cadremapa pour desprestations se services pour des evaluations et ou expertises des politiques de jeunesse sur l'ensemble du territoire metropolitain ;social
6Y56WOEEGL;evaluation environnementale du projet de scot de l'agglomeration messine;environnement
428HHYUKSW;evaluation ex post de projets sante inities par des ong;santé
G8ERFQQALX;evaluation strategique environnementale du projet de charte du parc national de la vanoise;environnement
Z80LTF88HG;evaluation de la demarche plan climat energie territorial du sundgau;environnement
0B8XMJH7X8;evaluation environnementale et etablissement des scenarii pour la redaction du plan de prevention et de gestion des dechets du btp de la sarthe;environnement
Q0JX8YCT4S;evaluation du programme d'appui a la jeunesse malienne;social
RWLDN40BQ6;achat de prestations de service pour l'evaluation externe des activites medico sociales du centre hospitalier de billom;social
S8TU2EUZ1B;evaluation du 3eme et realisation du 4eme plan de gestion de la reserve naturelle de la caravelle;environnement
9TENFLXGQX;marche d'etude en vue d'etablir l'evaluation environnementale du schema de secteur de la communaute d'agglomeration du pays voironnais;social
KCMOB3J03A;evaluation finale externe du projet fsp 2006 58  programme d'appui a la reforme de l'enseignement superieur au burundi ;éducation-recherche
MP0KYALUZV;evaluation des aides regionales de formation professionnelle continue a destination des entreprises et des actifs bas  normand hors du champ des demandeurs d'emploi;fiscalité-économie
F45Q760WXB;evaluation des dispositifs de formation professionnelle de la region centre;emploi-insertion
PA2YJGQUWV;mission d'evaluation environnementale strategique du projet de contrat de developpement territorial  boucle nord de la seine  a gennevilliers;environnement
GXXJLJNLKO;evaluation a mi parcours du second plan regional sante environnement d'aquitaine prse2;santé
9OT9F86HKG;evaluation des actions preparatoires a l'insertion et a la qualification du programme regional de formation professionnelle;emploi-insertion
329A6Y5ZR8;evaluation environnementale strategique du projet de contrat de developpement territorial le grand orly;environnement
7R7LNDFKZ5;mission d'assistance a maitrise d'ouvrage pour l'evaluation de l'agenda 21   plan climat de l'agglomeration de cergy pontoise et de la concertation des acteurs en vue de son evolution;environnement
5PCZ17RT9P;evaluation de la politique d'enseignement artistique sur le territoire de la communaute d'agglomeration beziers mediterranee;social
H5QGUJUHE1;etat initial de l'environnement et evaluation  environnementale dans le cadre de la revision du  schema de coherence territoriale scot;environnement
4OTVHOXBKV;evaluation des differentes missions prises en charge par les ces centres d'examens de sante a paris;santé
QSZISSI1T1;accompagnement de l'evaluation des politiques  departementales sous le prisme du developpement  durable;environnement
V6S119WACB;evaluation du projet d'appui a la professionnalisation de l'enseignement superieur et a l'insertion professionnelle en tunisie;emploi-insertion
I9S05B0WTZ;evaluation finale du projet fsp2005 33 patrimoine angkorien et developpement durable;environnement
QN8SB3J6GC;services en vue de passer un marche d'etudes relatives a l'evaluation de la politique d'insertion sur le territoire du departement du nord ;emploi-insertion
4XP6X0V8NS;etude evaluation du plan de gestion 2001 2010 du  site d'amaury et elaboration du nouveau plan de  gestion 2012 2022;environnement
5ZBIWEB815;evaluation a mi parcours du schema des espaces  naturels sensibles du calvados;environnement
YNZWDB54K8;evaluation du plan regional d'actions en faveur de la  biodiversite 2010 2012 ;environnement
K6ZMJIES41;evaluation du programme de renovation urbaine;logement
16NCEL2B4I;marche d'etude en vue d'etablir les evaluations environnementales de deux documents cadres de la communaute d'agglomeration du pays voironnais;social
EZX8QFHVPQ;evaluation sur les nouveaux contours de la politique locale de sante;santé
TWJW9IH72P;evaluation du dispositif d'aide au transport  a l'hebergement et a la restauration et du fonds social apprentis  dans le cadre de la politique educative en faveur des apprentis;social
H91MD10HG8;evaluation finale fsp 2005 39 ames appui a la modernisation de l'enseignement superieur  s;éducation-recherche
2W57LXFBOA;mission d'assistance a une demarche d'observation sociale et d'evaluation des politiques sociales pour le compte du centre communal d'action sociale d'angers rectificatif;social
Y0AHB3Z0XP;evaluation environnementale du projet de schema d'amenagement de la plage de pampelune;environnement
B9YAEOH1U1;evaluation des activites et de la qualite des prestations internes d'une maison d'accueil specialisee et d'un ehpad;santé
QN3COD277W;evaluation environnementale du scot du pays des cevennes;environnement
C7YURBS6UO;evaluation environnementale strategique du projet de contrat de developpement territorial   les grandes ardoines a alfortville  choisy le roi et vitry sur seine rectificatif;environnement
VMR7IZRRLR;accompagnement a l'elaboration du projet de territoire de la communaute d'agglomeration de l'artois  de son mode d'evaluation et a son deploiement strategique dans les directions de la collectivite ;social
A1RU34ARNH;organisation de formations a destination de l'ensemble des agents de l'acse  les formations sont les suivants :   les competences manageriales    l'evaluation annuelle;emploi-insertion
9GEENFPY1M;evaluation environnementale strategique du projet de contrat de developpement territorial   les grandes ardoines a alfortville  choisy le roi et vitry sur seine ;environnement
UFFYC8NKDG;bilan   evaluation du contrat territorial 2007 2011  contrat territorial 2007 2011 pour la reconquete de la qualite de l'eau sur le bassin versant de la sevre niortaise amont a sainte neomaye;environnement
IJ452BNI0R;evaluation du dispositif d'aide au transport  a l'hebergement et a la restauration et du fonds social apprentis  dans le cadre de la politique educative en faveur des apprentis ;social
RHSKQZZ7RT;mission d'assistance a maitrise d'ouvrage pour la conduite de l'evaluation du contrat urbain de cohesion sociale d'accm a arles;social
JFEYYC6RQZ;evaluation de la politique regionale des poles de competitivite;fiscalité-économie
QAZC1QJZV1;grand paris confluence seine oise : etude d'evaluation environnementale strategique du projet de contrat de developpement territorial;environnement
PI7I1XALH3;etat initial de l'environnement  definition de la trame verte et bleue  et evaluation environnementale dans le cadre de l'elaboration du schema de coherence territoriale du pays de gatine;environnement
C4E424QVHP;evaluation finale du fsp 06 37 fle en algerie projet d'appui a l'amelioration de l'enseignement du francais en algerie;éducation-recherche
V7WG8JEJN6;realisation d'une etude d'evaluation des actions d'amelioration de la performance initiees par la dgcis dans le cadre du plan qualite et performance 2010 et de leur impact sur les entreprises;fiscalité-économie
H1IEM92YBT;mapa 2011 evaluation du projet de renovation urbaine;logement
4KC4FH09XI;evaluation des structures denommees lits haltes soins sante lhss;santé
RVSES4WU3I;mesure de la depense + connaissance des pratiques et profils des visiteurs des musees  en reference a l'outil d'evaluation de l'impact economique des musees du npc du crt a lille;culture
T1HXI8BHEW;evaluation de la politique regionale des poles de competitivite a rennes;fiscalité-économie
EDJPAWPXAE;evaluation du reseau aquitain des acheteurs publics responsables raa et description macro economique des achats publics en aquitaine;environnement
M0HN6M6Y39;revision du plan de deplacements urbains agglomeration de bayonne et evaluation environnementale;urbanité-transports
A7WEC371TA;evaluation des experimentations de co3 menees dans les colleges de savoie ;éducation-recherche
FTOIPRONFH;ecocite viasilva 2040   evaluation environnementale et expertise ecologique;environnement
T5YLZ3N95B;evaluation des mesures agri environnementales territorialisees au sein du site natura 2000 fr3100507 par l'analyse de l'evolution de la qualite floristique et fourragere sur six parcelles agricoles;environnement
XKOGTFKB20;evaluation de la politique departementale de developpement solidaire et notamment du dispositif de soutien aux associations yvelinoises de migrants;social
S0K3L4DJQW;evaluation et revision du plan de gestion de la reserve naturelle nationale du neouvielle;environnement
BN1ZZCSVH7;evaluation du contrat global et des contrats d'objectifs de gestion de l'eau;environnement
JNGRU1H1RV;realisation d'une evaluation environnementale  conforme au code de l'urbanisme  dans le cadre du plu en remplacement du pos;environnement
YAZVN03ZWF;recherche d'un prestataire pour la creation d'un outil d'evaluation des pratiques en travail social;social
261GUYOGY9;evaluation des operations collectives de management environnemental ;environnement
LD52PRG5MB;mission de recensement d'analyse d'evaluation des actions sociales et economiques menees par la region guadeloupe depuis 2009 et propositions de nouveaux dispositifs ou d'ajustement d'actions existantes;social
UCVNOV3ON4;evaluation environnementale strategique du projet de contrat de developpement territorial de val de france   gonesse;environnement
LU4IHUCA80;mission de recensement analyse evaluation des actions sociales et economiques menees par la region guadeloupe depuis 2009 et proposition de nouveaux dispositifs ou d'ajustement d'actions existantes;social
6W6KJU60XG;evaluation de l'action de l'etat sur les territoires ruraux en bourgogne : vers un nouveau modele d'intervention dans les prochains programmes contractuels post 2013;environnement
SI8OMX22ZT;evaluation de l'integration de nouvelles communes dans la communaute de communes du pays ne de la mer;social
4I1EWVIGTU;realisation d'une evaluation de la lutte contre les constructions illicites ;urbanité-transports
TH9121YIK9;mission d'assistance a maitrise d'ouvrage d'elaboration des indicateurs et outils d'evaluation  pour le projet territorial de cohesion sociale ptcs d'artois comm;social
G6FPTPQ3JC;evaluation de trois politiques publiques de la ville a bordeaux;environnement
DN5VWWHRBN;capitalisation et evaluation du dispositif experimental de formation action des acteurs locaux de la gestion urbaine de proximite;urbanité-transports
PIU2M2Y4U6;evaluation des mesure agro environnementales du feader 2007 2013 de la region martinique;environnement
9WSKWFO2KB;evaluation de la politique sociale de la ville face aux enjeux de la dependance ;social
D0ANQJT574;evaluation environnementale des mobiliers urbains;environnement
3GG7U2DTSY;evaluation et evolution des actions clefs du pnr du massif des bauges en matiere d'urbanisme;urbanité-transports
X23KWBPO7Y;evaluation du plan departemental de l'habitat pdh  de la delegation des aides a la pierre et du plan departemental d'action pour le logement des personnes defavorisees pdalpd;logement
ERTGRKPBGM;l'objectif du present marche de services est d'aider la dg clima a evaluer  les politiques nationales relatives au changement climatique et a proposer  des recommandations propres a chaque pays dans le cadre du semestre  europeen ;social
8LT2OYP69T;realisation d'une etude relative a la revision   evaluation environnementale du plan regional des dechets industriels speciaux predis  et conduisant a l'elaboration du nouveau plan regional de prevention et de gestion des dechets dangereux pgdd  ainsi que du rapport d'evaluation environnementale ree lie ;environnement
IHZLKQ1SBC;enquete sur les motivations de depart en retraite des nouveaux retraites du regime general d'assurance vieillesse cnav et evaluation du poids des differents determinants des choix de depart;environnement
32ZDDLSDNP;mission d'assistance pour la realisation d'une evaluation de la politique petite enfance  enfance  jeunesse de la ccse dans le cadre du renouvellement du contrat enfance et jeunesse avec la caf;social
JWGXUA0ENZ;evaluation de l'experimentation d'une nouvelle offre de services de l'action sociale de proximite;social
UXO6FWO2AQ;evaluation de la politique regionale de soutien aux entreprises aquitaines de production et d'edition phonographiques;fiscalité-économie
Z2D0NY76MG;grand paris confluence seine oise : evaluation environnementale strategique du projet de contrat de developpement territorial sur la confluence seine oise;environnement
LL88OU4EOT;evaluation de la mise en oeuvre de la convention triennale 2009 2011 entre la region aquitaine et l'oara office artistique de la region aquitaine ;culture
5SZZW3CYMF;realisation d'une etude d'evaluation environnementale dans le cadre de la procedure de revision du plan local d'urbanisme de la commune de rosenau ;environnement
YXNK23H5SK;le marche a pour objet la realisation d'une evaluation de l'application des regles relatives au temps de travail dans les lycees;éducation-recherche
3PKOQZKU8K;evaluation de la politique regionale du transport express regional ter;urbanité-transports
RQVJWYTAHH;prestation d'amo pour la mise en oeuvre du projet  dispositif d'evaluation des usages des ent dans le second degre  pour le ministere charge de l'education nationale  de la jeunesse et de la vie associative;social
7LTUW7AKNK;realisation d'une evaluation des premiers mois d'application des nouvelles dispositions relatives au temps de travail des agents des lycees;éducation-recherche
5XSCY6HG4J;realisation d'une etude d'evaluation environnementale dans le cadre d'une procedure d'elaboration du plan local d'urbanisme de la commune de sierentz ;environnement
JZA7VID4XO;evaluation du deploiement de la demarche de responsabilite sociale et environnementale rse du groupe la poste ;social
52L3204YTP;evaluations de niveau de connaissances generales 2012 2015 ;environnement
MDYYN4OPUB;evaluation environnementale dans le cadre de l'elaboration du plan local d'urbanisme de la commune du lamentin;environnement
TR0I6N3VS3;amo pour l'elaboration  le suivi et l'evaluation du plan climat energie p c e t ;environnement
S75ST0FULT;prolongement   evaluation des plans de prevention des risques naturels de guadeloupe;environnement
WWCE49ATJ7;etude d'evaluation environnementale dans le cadre d'une procedure d'elaboration du plan local d'urbanisme de la commune de habsheim;environnement
1BDYZ1PBEC;evaluation qualitative de la politique de relogement dans le cadre des projets de renovation urbaine carene des quartiers de certe et ville ouest a st nazaire;logement
UY10JDYFGG;realisation de l'evaluation de l'experimentation securisation de l'entree dans la vie active des jeunes  1 +1 au sein des lycees;éducation-recherche
ZCOZZG58WP;elaboration de fiches d'information sur les sites en auvergne dans le cadre de l'aide a l'evaluation des incidences natura 2000;social
13GGRDMWU5;evaluation de la valorisation des resultats de larecherche publique et ou privee au profit des entreprises et en particulier des pme tpe;fiscalité-économie
C2JKCD2TXG;realisation d'une etude d'evaluation environnementale plu;environnement
FLF6E79FB2;recensement et evaluation des pratiques de concertation dans les plans climat energie territoriaux;environnement
4GZX0OZX7O;evaluation environnementale plu;environnement
2IAH8H1RGN;evaluation de la politique regionale du transport express regional pour region rhone alpes;urbanité-transports
FTZY8Q6WT1;lot n° 2 : evaluation environnementale du sage de la sevre nantaise;environnement
NB76Q7TOKE;evaluation sur la directive relative a la pollution causee par les navires;environnement
P8FWC2Z5QY;evaluation de l'axe culture de 4 contrats communautaires de developpement et l'elaboration de preconisations d'evolution ;culture
TT35WROYVJ;evaluation de l'efficacite de la politique climatique de l'ue;environnement
3HT7VPCPKP;evaluation des operations collectives de management environnemental;environnement
4J80NIRFVQ;evaluation du projet de renovation urbaine;logement
XRJLC5PE58;evaluation et optimisation du systeme de financement de la communaute urbaine nice cote d'azur en faveur du logement locatif social;social
GSL96RSIM4;assistance a maitrise d'ouvrage pour la realisation de l'evaluation environnementale du plan de deplacements urbains de la cinor;urbanité-transports
9VO0GTZ549;evaluation du contrat de transition professionnelle  de la convention de reclassement personnalise et autres licenciements de droit commun;emploi-insertion
FES9M4G3UM;evaluation du processus de conventionnement du fonds pour l'insertion des personnes handicapees dans le foncion publique fiphfp avec les employeurs publics;santé
JPL36H563P;audit d'evaluation de performance et de conseil sur le dispositif d'aide sociale d'aulnay sous bois;social
9HVMO6L9FY;etablissement d'un protocole qui servira de base aux etudes d'evaluation de la reingenierie des diplomes de travail social;social
KWFQGHFURM;evaluation d'un reseau de telemedecine <<arpeges ? telemed >>;santé
4C0BKHQZ53;evaluation des plans de prevention des risques naturels de guadeloupe;environnement
AS6VVMMLHL;evaluation du caractere incitatif de la prime pour epuration des ouvrages collectifs de depollution  octroyee par l'agence de l'eau rhone mediterranee et corse ;environnement
11DAT5WA6C;etude sur l'evaluation des dispositifs regionaux   prime transport hebergement restaurtion et du fonds social d'aide aux apprentis;social
JAQMCP95YZ;evaluation de la prise en consideration effective de l'egalite des chances entre les femmes et les hommes comme priorite transversale dans le cadre du po feder et du cper de basse normandie 2007 2013;emploi-insertion
3IWJMQEN37;evaluation environnementale du plu dans le cadre specifique d'une extension d'urbanisation et d'une liaison routiere;environnement
Z4ZYNJT0V4;actualisation et poursuite des etudes d'evaluation environnementale du plan local d'urbanisme ;environnement
5TOMTAPEXM;evaluation finale du projet appui a la formation des nouvelles forces de police burundaises;justice-défense
VCY8G3FZMW;l'evaluation de l'incitativite des interventions de l'agence aupres des collectivites locales au benefice du  grand cycle de l'eau  que sont les mesures pour la restauration physique des cours d'eau et des plans d'eau sur le bassin rhone mediterranee ;environnement
94OB6ITRUB;evaluation du plan departemental de developpement culturel dans les colleges;culture
6D8PZ7BNYY;evaluation et perspectives d'evolution des 5 ateliers sante ville parisiens;santé
2LSVODNTN5;assistance pour l'evaluation externe thematique des reseaux de sante diabete;santé
ZD3755BP3Q;evaluation des politiques de mediation et de prevention specialisee pour les territoires de la politique de la ville prolongation;urbanité-transports
8H4OFW5TWY;assistance technique pour la mise en place d'une demarche evaluative du projet urbain integre de montpellier agglomeration;urbanité-transports
IV4JQ9HAPL;eval de la politique regionale culture et territoires et animation d'une demarche participative dans le cadre de la redefinition transversale de cette politique;emploi-insertion
9PDGJQ2RT4;evaluation de la politique regionale culture et animation d'une demarche participative dans le cadre de la redefinition de cette politique;culture
YF5VGHWF79;amo pour l'evaluation socio economique  financiere et de bilan carbone des projets de transports en site propre;urbanité-transports
N59207C0GA;eval du dispositif d'animation territoriale de sante de bretagne;santé
EXGXWRTR8X;eval environnementale des prjets constituant le reseau de transport public du grand paris;environnement
EKFRQXUO10;eval relative a la competivite des filieres et aux contrat d'aide a la competitivite dans le cper et le po feder;social
0MAVYB2FKL;evaluation des politiques de mediation et de prevention specialisee pour les territoires de la politique de la ville;urbanité-transports
L3UK9ATO6Z;evaluation du reseau de sante  reseau de services pour une vie autonome;environnement
75UIVZAZCI;mise en place et gestion de la 2e phase du reseau d'evaluation du fse;environnement
O0UGBGXSHA;evaluation des politiques de mediation et de prevention specialisee pour les territoires de la politique de la ville sur l'agglomeration dijonnaise rectificatif;urbanité-transports
1K82HVPC2T;eval du programme fruit a l'ecole;éducation-recherche
FU5UZM423T;evaluer en termes d'emission de co2 les decisions d'investissement cofinances par les fonds structurels et le fonds de cohesion;social
84E1REEIF7;evaluation de la politique jeunesse des landes;social
GTVF3APN72;evaluation finale du projet sudoefop formation professionnelle   interreg feder;emploi-insertion
UHJD4YQ4PR;eval environnementale du projet de chartre du parc national de la reunion candidature ?;environnement
NSZVZIZ9OL;evaluation environnementale   etude complementaire au plu de monein;environnement
DJ14SEMGAG;eval du dispositif d'accompagnement socio prof des jeunes places sous main de justice;justice-défense
NUH2VFMJY5;evaluation et mise a jour du plan de gestion des espaces naturels pgen;environnement
7C9HGNV1WM;evaluation de la politique d'insertion socio prof de la metro;emploi-insertion
UKHUY3B29Y;evaluation de 3 poles de developpement de l'economie sociale et solidaire;social
5D3UBPMM0M;evaluation du profil environnemental regional de bretagne et realisation de sa revision;environnement
BGQERYFL6E;eval finale du fsp : appui a la renovation de l'enseignement du francais a l'universite libanaise;logement
O8F3N8FIA2;evaluation du plan de deplacements d'administration de nanterre;urbanité-transports
5V5FF1X4U6;evaluations environnementales et financieres du pdu de l'agglomeration tourangelle;environnement
U79MO0RDRJ;eval du fsp : appui a l'enseignement de la sante publique  de l'internat et du clinicat madagascar;santé
Y4JJZZ05IV;eval environnementale trame verte et bleue;environnement
ICU96QGYMX;evaluation des effets du dispositif de soutien public a l'exportation sur les performances a l'export des entreprises beneficiaires;fiscalité-économie
0T5TE8UB9O;eval de la politique de soutien a la production de logements sociaux neufs en guyanne et a la reunion;logement
51DISG6KUK;evaluation du dispositif d'accompagnement des contrats aides de l'academie de creteil;social
8WNX3CAUJL;evaluation du dispositif d'accompagnement des contrats aides de l'academie de versailles;social
ZH2ZOTP8FI;evaluation du programme de sante des jeunes et le developpement des actions d'education a la sante en languedoc roussillon;santé
ZPAWUBGCZO;evaluation de l'impact du programme operationnel fonds europeen de developpement regional et du contrat de projets etat   region sur l'emploi en region languedoc roussillon a montpellier;emploi-insertion
FY2GTFONIA;appel a manifestation d'interet de l'afd pour une evaluation ex post des projets sante inities par des ong;santé
